tube_assembly_id,quote_date,cost
TA-17531,2013-08-01,61.69
TA-00891,2013-10-01,61.68
TA-19966,2013-06-30,61.68
TA-02233,2013-04-05,61.62
TA-19150,2013-08-01,61.61
TA-04479,2013-10-01,61.6
TA-03142,2013-08-04,61.59
TA-01118,2013-09-01,61.59
TA-14162,2011-08-26,61.56
TA-19172,2013-07-21,61.56
TA-19173,2013-07-21,61.56
TA-04563,2013-08-11,61.55
TA-12647,2013-04-02,61.53
TA-13795,2010-05-06,61.52
TA-00847,2013-10-01,61.51
TA-11217,2011-08-25,61.46
TA-13323,2013-04-19,61.45
TA-04571,2013-08-11,61.42
TA-10242,2008-03-01,61.42
TA-08854,2006-10-26,61.41
TA-05967,2014-01-03,61.37
TA-18980,2013-07-21,61.32
TA-19831,2013-08-01,61.32
TA-19962,2013-06-30,61.28
TA-18911,2013-09-01,61.28
TA-04625,2013-03-24,61.27
TA-20942,2013-07-21,61.26
TA-01430,2009-02-27,61.25
TA-10957,2013-08-01,61.25
TA-00655,2013-07-28,61.22
TA-20374,2013-09-01,61.21
TA-19954,2013-06-01,61.17
TA-10959,2013-08-01,61.17
TA-04781,2013-11-02,61.02
TA-07411,2013-06-01,61.02
TA-01471,2013-08-01,61.0
TA-01061,2013-10-01,60.99
TA-21045,2013-06-01,60.98
TA-19233,2013-06-01,60.93
TA-02011,2013-06-01,60.93
TA-11365,2011-11-10,60.9
TA-06342,2013-07-21,60.88
TA-05708,2013-06-01,60.88
TA-06842,2013-08-11,60.88
TA-06371,2013-06-01,60.88
TA-03045,2010-03-01,60.87
TA-04159,2013-08-01,60.86
TA-06678,2013-08-11,60.81
TA-06817,2013-05-01,60.8
TA-01875,2013-06-01,60.8
TA-07960,2014-05-23,60.77
TA-02359,2013-08-11,60.75
TA-03133,2013-09-01,60.75
TA-00888,2013-10-01,60.73
TA-04477,2014-01-23,60.72
TA-02519,2013-05-01,60.71
TA-20979,2013-09-01,60.7
TA-20051,2013-08-01,60.7
TA-07432,2013-11-02,60.69
TA-20646,2013-07-21,60.69
TA-07179,2011-08-01,60.62
TA-04648,2013-06-01,60.62
TA-04260,2013-10-01,60.59
TA-05808,2011-08-01,60.57
TA-14130,2012-09-01,60.57
TA-14129,2012-09-01,60.57
TA-20342,2013-09-01,60.56
TA-05707,2013-06-01,60.55
TA-08019,2013-06-01,60.54
TA-03343,2013-04-14,60.53
TA-03500,2013-08-04,60.53
TA-01729,2013-03-24,60.52
TA-19254,2013-08-01,60.52
TA-17534,2013-06-01,60.52
TA-00759,2013-06-01,60.49
TA-04993,2013-08-01,60.47
TA-20324,2013-10-01,60.46
TA-06841,2013-06-01,60.45
TA-13428,2010-08-18,60.45
TA-18976,2013-07-21,60.41
TA-06023,2011-12-23,60.4
TA-03906,2013-08-01,60.37
TA-03936,2011-08-01,60.37
TA-13562,2013-09-01,60.35
TA-01920,2013-09-01,60.33
TA-04161,2013-08-01,60.31
TA-06758,2013-07-01,60.31
TA-20645,2013-07-21,60.3
TA-10005,2013-05-01,60.29
TA-10427,2013-08-11,60.29
TA-06097,2013-07-21,60.29
TA-06676,2013-06-01,60.28
TA-08726,2013-07-28,60.28
TA-00370,2013-08-11,60.26
TA-06283,2013-05-01,60.26
TA-10921,2013-08-01,60.25
TA-01062,2013-10-01,60.24
TA-12591,2011-08-01,60.23
TA-15652,2013-08-05,60.22
TA-00656,2013-05-01,60.21
TA-18127,2013-09-11,60.18
TA-01343,2013-08-11,60.17
TA-01908,2013-07-14,60.17
TA-01654,2013-09-01,60.16
TA-04969,2013-10-01,60.16
TA-08406,2013-06-01,60.14
TA-10925,2013-05-01,60.13
TA-10926,2013-05-01,60.13
TA-21015,2013-07-07,60.13
TA-20242,2013-06-01,60.11
TA-05145,2013-08-11,60.08
TA-20300,2013-06-01,60.03
TA-02831,2013-07-21,60.02
TA-05815,2013-06-01,60.01
TA-17525,2013-08-01,60.0
TA-19277,1996-01-31,59.98
TA-18131,2014-05-28,59.95
TA-08369,2013-09-01,59.91
TA-06440,2013-09-01,59.91
TA-07871,2013-06-23,59.89
TA-00998,2013-10-01,59.89
TA-10976,2013-08-01,59.88
TA-08740,2012-10-25,59.87
TA-14544,2012-08-13,59.85
TA-19166,2013-09-01,59.84
TA-21163,2011-12-05,59.82
TA-01649,2013-09-01,59.8
TA-01470,2013-08-01,59.8
TA-09976,2011-06-08,59.8
TA-01407,2012-02-06,59.8
TA-14555,2012-08-13,59.79
TA-07017,2013-06-30,59.76
TA-01286,2013-07-21,59.76
TA-01763,2013-10-01,59.75
TA-06372,2013-06-01,59.75
TA-20615,2013-10-01,59.72
TA-02676,2013-07-01,59.72
TA-12084,2012-09-01,59.71
TA-07994,2013-08-01,59.7
TA-02321,2013-06-01,59.69
TA-05147,2013-08-11,59.69
TA-19401,2013-09-01,59.68
TA-02830,2013-07-07,59.68
TA-00147,2013-06-01,59.68
TA-20926,2013-08-11,59.68
TA-14556,2012-08-13,59.63
TA-06237,2013-05-01,59.62
TA-02681,2013-06-01,59.62
TA-20301,2013-07-21,59.62
TA-18949,2013-08-01,59.6
TA-12734,2012-09-01,59.6
TA-04587,2013-06-01,59.57
TA-03848,2013-06-01,59.53
TA-02506,2014-02-05,59.52
TA-05995,2013-09-01,59.52
TA-05135,2013-08-11,59.52
TA-08147,2011-08-01,59.52
TA-06441,2013-09-01,59.51
TA-08725,2013-07-28,59.51
TA-02009,2013-06-01,59.48
TA-19414,2013-04-14,59.47
TA-11288,2011-08-01,59.46
TA-19791,2013-10-01,59.46
TA-04160,2013-08-01,59.44
TA-19021,2013-08-04,59.44
TA-05009,2013-09-01,59.44
TA-02496,2013-07-01,59.43
TA-10832,2013-08-01,59.43
TA-10977,2013-08-01,59.43
TA-01537,2013-08-01,59.42
TA-18720,2013-06-01,59.42
TA-00562,2012-07-10,59.39
TA-00308,2013-09-01,59.38
TA-20985,2013-07-21,59.36
TA-04166,2013-08-11,59.35
TA-18691,2013-08-01,59.33
TA-02096,2013-09-01,59.33
TA-04765,2013-07-01,59.31
TA-10924,2013-05-01,59.27
TA-03820,2013-06-01,59.27
TA-12337,2012-09-01,59.25
TA-19408,2013-09-01,59.24
TA-06094,2013-07-21,59.23
TA-20686,2013-06-01,59.23
TA-02275,2013-06-01,59.21
TA-06559,2013-08-01,59.19
TA-03516,2013-07-14,59.18
TA-02474,2013-09-01,59.17
TA-01352,2013-06-01,59.16
TA-17554,2013-06-01,59.16
TA-09128,2005-11-14,59.16
TA-05695,2002-02-26,59.16
TA-06426,2013-10-01,59.14
TA-04934,2013-10-01,59.12
TA-04936,2013-10-01,59.12
TA-00014,2013-03-17,59.1
TA-04608,2013-07-01,59.1
TA-19544,2013-08-04,59.1
TA-11704,2007-04-23,59.09
TA-00145,2013-06-01,59.08
TA-06393,2013-09-01,59.06
TA-11289,2011-08-01,59.04
TA-03905,2013-08-01,59.01
TA-05178,2012-09-17,58.98
TA-13524,2009-09-09,58.98
TA-14329,2010-09-14,58.97
TA-03017,2014-02-01,58.96
TA-08371,2013-09-01,58.95
TA-05688,2013-10-01,58.95
TA-20932,2013-08-11,58.95
TA-11428,2010-06-22,58.93
TA-03935,2011-08-01,58.93
TA-00695,2013-09-01,58.93
TA-20233,2013-08-01,58.92
TA-00004,2013-07-07,58.92
TA-20627,2013-07-21,58.91
TA-20647,2013-07-21,58.91
TA-05687,2013-10-01,58.9
TA-20808,2013-08-11,58.9
TA-20792,2013-08-11,58.89
TA-00975,2013-05-01,58.89
TA-18722,2013-06-01,58.89
TA-10909,2013-07-21,58.89
TA-02582,2013-08-01,58.88
TA-18666,2013-08-01,58.87
TA-17501,2013-07-07,58.86
TA-12711,2008-05-01,58.86
TA-04247,2013-09-01,58.86
TA-20588,2013-08-01,58.86
TA-10818,2013-12-02,58.84
TA-00335,2013-05-01,58.84
TA-04573,2013-06-01,58.84
TA-03614,2013-05-01,58.82
TA-10988,2013-07-21,58.81
TA-12649,2012-09-01,58.8
TA-01274,2013-07-01,58.8
TA-01358,2013-06-01,58.78
TA-19157,2013-05-01,58.78
TA-20577,2013-09-01,58.78
TA-19154,2013-07-07,58.78
TA-07970,2012-03-26,58.77
TA-02683,2013-08-11,58.76
TA-19235,2014-02-01,58.76
TA-19070,2013-06-01,58.75
TA-03065,2013-09-01,58.75
TA-03455,2013-05-01,58.73
TA-13525,2009-09-29,58.72
TA-13523,2009-09-16,58.72
TA-13526,2009-09-16,58.72
TA-09496,2013-07-28,58.7
TA-09497,2013-07-28,58.7
TA-01195,2013-08-01,58.67
TA-19829,2013-08-01,58.67
TA-03175,2011-08-01,58.67
TA-05456,2012-10-08,58.65
TA-18906,2013-07-21,58.64
TA-20916,2013-03-24,58.64
TA-03847,2013-06-01,58.63
TA-04276,2013-07-01,58.63
TA-19147,2013-09-01,58.61
TA-09738,2011-08-01,58.61
TA-10003,2013-05-01,58.61
TA-20428,2013-08-11,58.61
TA-20173,2013-07-01,58.59
TA-02469,2013-03-24,58.57
TA-20987,2013-07-21,58.57
TA-10989,2013-07-21,58.54
TA-18899,2013-08-01,58.52
TA-20626,2013-07-21,58.51
TA-09070,2013-09-01,58.5
TA-10991,2013-08-01,58.5
TA-02779,2006-01-03,58.5
TA-19960,2013-07-21,58.49
TA-05522,2012-08-22,58.47
TA-06306,2013-06-01,58.46
TA-10965,2013-06-01,58.46
TA-19236,2014-02-01,58.45
TA-02595,2003-02-24,58.44
TA-00461,2013-10-01,58.44
TA-11726,2013-09-01,58.43
TA-09228,2013-07-21,58.43
TA-09227,2013-07-21,58.43
TA-08729,2013-07-28,58.43
TA-20418,2013-08-01,58.42
TA-20422,2013-08-01,58.42
TA-01874,2013-08-11,58.42
TA-02022,2013-07-01,58.4
TA-18695,2013-07-01,58.39
TA-20897,2013-08-01,58.39
TA-19770,2013-06-01,58.38
TA-05736,2013-07-21,58.38
TA-00002,2013-07-07,58.38
TA-19661,2013-08-01,58.37
TA-20891,2013-08-11,58.37
TA-02517,2013-05-01,58.35
TA-04635,2013-03-24,58.34
TA-00890,2013-10-01,58.33
TA-19828,2013-08-11,58.3
TA-17477,2013-07-21,58.3
TA-20908,2013-09-01,58.3
TA-03447,2013-07-01,58.3
TA-19739,2013-08-01,58.29
TA-01173,2013-08-01,58.28
TA-02607,2013-07-01,58.28
TA-10950,2013-07-21,58.28
TA-20162,1999-05-11,58.26
TA-19115,2013-09-01,58.25
TA-14883,2012-09-01,58.25
TA-07021,2013-06-30,58.23
TA-08425,2013-10-01,58.22
TA-20206,2013-10-01,58.22
TA-02888,2013-05-01,58.21
TA-19179,2013-09-01,58.21
TA-02419,2013-05-01,58.21
TA-19722,2013-08-01,58.19
TA-09365,2013-09-01,58.16
TA-14778,2012-09-01,58.15
TA-20695,2013-03-31,58.11
TA-20227,2013-07-21,58.1
TA-06757,2013-07-01,58.1
TA-06558,2013-08-01,58.09
TA-20677,2013-06-01,58.08
TA-13462,2010-08-18,58.06
TA-04757,2013-08-04,58.06
TA-00985,2013-07-01,58.05
TA-19188,2013-08-01,58.05
TA-05644,2013-07-14,58.04
TA-20388,2014-02-01,58.03
TA-10910,2013-07-21,58.03
TA-10318,2013-06-01,58.01
TA-10317,2013-06-01,58.01
TA-01758,2013-07-28,57.99
TA-15877,2012-11-05,57.98
TA-04138,2013-06-01,57.98
TA-01349,2013-06-01,57.98
TA-10482,2013-06-01,57.97
TA-10355,2008-07-08,57.95
TA-04148,2013-07-07,57.95
TA-07256,2013-06-01,57.94
TA-01774,2013-08-01,57.94
TA-21058,2013-09-01,57.94
TA-06171,2012-04-02,57.92
TA-04754,2013-08-04,57.92
TA-10007,2013-05-01,57.92
TA-03744,2013-06-30,57.9
TA-20904,2013-07-21,57.89
TA-03443,2013-07-01,57.87
TA-21116,2013-11-02,57.86
TA-06181,2013-07-21,57.85
TA-06168,2013-06-01,57.85
TA-04905,2013-07-21,57.84
TA-03745,2013-06-30,57.83
TA-07883,2013-08-01,57.81
TA-18908,2013-06-01,57.81
TA-19830,2013-08-01,57.81
TA-09361,2013-06-23,57.79
TA-09438,2013-11-02,57.78
TA-00150,2013-08-11,57.77
TA-00148,2013-08-11,57.77
TA-19798,2013-10-01,57.77
TA-00181,1997-02-25,57.77
TA-13254,2011-08-01,57.77
TA-17496,2013-05-01,57.76
TA-00338,2013-07-01,57.76
TA-03448,2013-07-01,57.74
TA-20357,2013-11-02,57.73
TA-07231,2011-06-13,57.71
TA-21007,2013-08-11,57.71
TA-19077,2013-08-11,57.7
TA-18649,2013-08-01,57.65
TA-08020,2013-06-01,57.64
TA-07168,2013-08-11,57.64
TA-06726,2013-06-01,57.64
TA-20643,2013-08-01,57.63
TA-02266,1997-12-04,57.63
TA-08021,2013-06-01,57.61
TA-04021,2013-07-28,57.59
TA-02095,2013-08-04,57.58
TA-06727,2013-08-01,57.57
TA-21010,2013-07-07,57.56
TA-11301,2011-02-04,57.56
TA-02851,2013-08-01,57.55
TA-17593,2013-05-01,57.54
TA-20322,2013-10-01,57.52
TA-03450,2013-07-01,57.51
TA-17475,2013-07-21,57.44
TA-20793,2013-08-11,57.43
TA-06134,2013-09-01,57.43
TA-20175,2013-07-01,57.39
TA-17552,2013-07-21,57.38
TA-18920,2013-07-07,57.38
TA-00764,2013-09-01,57.37
TA-06364,2013-06-01,57.37
TA-06365,2013-06-01,57.37
TA-03062,2013-09-01,57.36
TA-01738,2013-09-01,57.36
TA-00327,2014-08-07,57.35
TA-07199,2013-05-01,57.35
TA-20928,2013-06-01,57.35
TA-17591,2013-06-01,57.34
TA-16979,2012-08-01,57.32
TA-06277,2013-08-11,57.32
TA-17372,2012-06-25,57.3
TA-01191,2013-08-01,57.3
TA-10384,2011-08-01,57.29
TA-19447,2013-05-01,57.29
TA-04265,2013-08-01,57.28
TA-18937,2013-06-01,57.25
TA-01746,2013-09-01,57.25
TA-03049,2013-09-01,57.25
TA-00458,2013-10-01,57.25
TA-09259,2006-10-25,57.25
TA-00149,2013-08-11,57.24
TA-19001,2013-08-11,57.24
TA-05587,2011-08-01,57.23
TA-03909,2013-09-01,57.23
TA-20056,2013-08-01,57.23
TA-16816,2012-10-17,57.22
TA-03048,2013-09-01,57.22
TA-03050,2013-05-01,57.21
TA-09597,2013-06-01,57.21
TA-05536,2013-06-01,57.21
TA-02174,2013-08-01,57.21
TA-07221,2013-08-01,57.2
TA-01431,2013-05-01,57.19
TA-03040,2013-07-01,57.18
TA-01680,2013-08-11,57.17
TA-01682,2013-08-11,57.17
TA-19840,2013-09-01,57.17
TA-17498,2013-06-01,57.15
TA-20319,2013-10-01,57.15
TA-19002,2013-08-11,57.13
TA-04050,2013-08-01,57.1
TA-18921,2013-07-21,57.1
TA-20268,2013-09-01,57.1
TA-17481,2013-05-01,57.09
TA-06319,2013-08-04,57.09
TA-06457,2013-09-01,57.09
TA-06680,2013-08-11,57.08
TA-08735,2013-07-28,57.06
TA-02905,2013-07-21,57.05
TA-20878,2013-07-14,57.05
TA-03907,2013-05-01,57.05
TA-01140,2013-08-11,57.03
TA-20251,2013-10-01,57.03
TA-15672,2012-11-20,57.02
TA-01401,2013-08-01,56.98
TA-20902,2013-07-21,56.98
TA-09204,2013-06-30,56.98
TA-08015,2013-06-01,56.98
TA-20931,2013-08-11,56.95
TA-17714,2012-10-02,56.95
TA-03846,2013-06-01,56.94
TA-03616,2013-05-01,56.94
TA-20706,2013-03-31,56.94
TA-02145,2012-04-25,56.93
TA-03016,2014-02-01,56.92
TA-19185,2013-08-01,56.92
TA-00995,2013-03-17,56.92
TA-03302,2013-05-30,56.91
TA-17522,2013-09-01,56.9
TA-01505,2013-07-01,56.88
TA-20054,2013-08-01,56.88
TA-09436,2011-08-01,56.85
TA-20922,2013-10-01,56.85
TA-02135,2012-06-15,56.84
TA-09595,2013-06-01,56.84
TA-11566,2012-09-01,56.83
TA-08649,2013-06-01,56.83
TA-09135,2013-06-01,56.83
TA-10275,2013-02-25,56.82
TA-01517,2013-07-01,56.81
TA-18923,2013-06-01,56.8
TA-21035,2013-10-01,56.78
TA-02138,2012-06-15,56.78
TA-10974,2013-06-01,56.77
TA-18788,2014-05-19,56.77
TA-18788,2014-04-30,56.77
TA-20644,2013-08-01,56.77
TA-03512,2014-01-22,56.74
TA-03019,2014-02-01,56.74
TA-05743,2013-09-01,56.72
TA-07780,2014-07-18,56.72
TA-04147,2013-07-21,56.72
TA-18683,2013-07-07,56.72
TA-18684,2013-06-30,56.72
TA-13490,2011-08-01,56.7
TA-00544,2013-07-28,56.69
TA-04045,2013-07-01,56.68
TA-01788,2013-08-01,56.67
TA-03322,2013-08-01,56.66
TA-01907,2013-07-14,56.66
TA-20349,2013-06-01,56.66
TA-20280,2013-10-01,56.65
TA-07194,2013-07-01,56.65
TA-15424,2013-02-25,56.65
TA-04157,2013-08-04,56.63
TA-17297,2013-02-26,56.62
TA-05264,2006-01-01,56.62
TA-08953,2013-07-01,56.61
TA-01787,2013-07-01,56.61
TA-09134,2013-06-01,56.6
TA-11300,2011-02-04,56.6
TA-03678,2013-08-04,56.59
TA-04588,2013-08-11,56.59
TA-20983,2013-06-30,56.58
TA-20940,2013-06-30,56.58
TA-20941,2013-06-30,56.58
TA-00206,2012-07-10,56.58
TA-01706,2013-07-01,56.57
TA-02277,2013-08-01,56.57
TA-07983,2013-11-02,56.56
TA-17544,2013-05-01,56.56
TA-02887,2013-05-01,56.56
TA-10970,2013-08-01,56.56
TA-20259,2013-10-01,56.55
TA-03680,2013-08-04,56.54
TA-20480,2013-08-01,56.54
TA-21054,2013-10-01,56.53
TA-20998,2013-10-01,56.53
TA-00850,2013-07-01,56.53
TA-20900,2013-07-21,56.51
TA-19122,2013-04-14,56.51
TA-19151,2013-08-01,56.51
TA-14500,2011-12-08,56.51
TA-02714,2013-07-01,56.49
TA-03682,2013-08-04,56.48
TA-17553,2008-07-31,56.47
TA-00930,2013-07-01,56.47
TA-03892,2014-01-22,56.46
TA-03890,2014-01-22,56.46
TA-20074,2013-08-01,56.45
TA-18697,2013-08-01,56.45
TA-06519,2011-08-01,56.43
TA-20421,2013-12-02,56.43
TA-01509,2013-07-01,56.42
TA-20624,2013-10-01,56.4
TA-07737,2013-06-30,56.4
TA-20482,2013-11-02,56.39
TA-00119,2013-07-01,56.39
TA-02498,2013-08-01,56.36
TA-20063,2013-08-01,56.36
TA-20253,2013-10-01,56.36
TA-19618,2012-05-18,56.35
TA-03546,2013-08-04,56.34
TA-04902,2013-07-21,56.33
TA-16356,2013-02-15,56.31
TA-10048,2013-07-28,56.31
TA-00994,2013-05-01,56.31
TA-06683,2013-08-11,56.3
TA-07201,2013-05-01,56.28
TA-20483,2013-04-14,56.27
TA-20214,2013-07-21,56.25
TA-20215,2013-07-21,56.25
TA-11085,2013-08-01,56.25
TA-00653,2014-08-07,56.25
TA-09368,2013-07-01,56.25
TA-03435,2013-07-01,56.25
TA-06413,2013-08-01,56.24
TA-19412,2013-08-11,56.24
TA-05714,2013-08-11,56.23
TA-09601,2013-08-01,56.2
TA-04897,2013-12-05,56.19
TA-04899,2013-07-21,56.19
TA-04146,2013-07-21,56.19
TA-18671,2013-10-01,56.19
TA-01888,2013-06-01,56.19
TA-21005,2013-08-11,56.19
TA-01356,2013-06-01,56.18
TA-01307,2013-08-01,56.17
TA-11573,2013-05-15,56.16
TA-18648,2013-08-04,56.16
TA-00161,2013-07-01,56.16
TA-09569,2013-06-01,56.14
TA-03818,2013-06-01,56.14
TA-06429,2013-08-01,56.12
TA-03457,2013-07-01,56.12
TA-20178,2013-08-01,56.12
TA-00996,2013-08-04,56.11
TA-03449,2013-07-01,56.11
TA-18914,2013-04-14,56.1
TA-18955,2013-04-14,56.1
TA-04994,2013-08-01,56.09
TA-18766,2013-04-04,56.09
TA-01188,2013-06-01,56.09
TA-19314,2013-06-01,56.08
TA-09769,2013-04-07,56.07
TA-01519,2013-08-01,56.07
TA-07738,2013-07-07,56.07
TA-10927,2013-07-14,56.07
TA-04564,2013-08-11,56.06
TA-17590,2013-06-01,56.06
TA-03436,2013-07-01,56.05
TA-20654,2013-04-14,56.05
TA-20655,2013-04-14,56.05
TA-03903,2006-04-10,56.04
TA-10867,2013-08-01,56.04
TA-20925,2013-08-11,56.03
TA-16193,2012-11-20,56.03
TA-08976,2013-05-01,56.03
TA-18698,2013-10-01,56.03
TA-03397,2013-08-04,56.01
TA-17535,2013-08-01,56.0
TA-07156,2013-07-01,55.99
TA-19006,2013-08-04,55.98
TA-00078,2013-06-01,55.98
TA-06239,2013-07-01,55.97
TA-20303,2013-07-07,55.97
TA-17526,2013-06-01,55.96
TA-20307,2013-09-01,55.96
TA-21023,2013-09-01,55.95
TA-07155,2013-07-01,55.94
TA-04492,2011-08-01,55.94
TA-04118,2013-06-01,55.92
TA-20290,2013-07-21,55.92
TA-00093,2013-06-01,55.91
TA-00084,2013-08-11,55.91
TA-08230,2013-07-01,55.9
TA-03018,2014-02-01,55.89
TA-19950,2013-05-01,55.89
TA-03446,2013-07-01,55.88
TA-20671,2013-07-01,55.88
TA-08762,2013-06-01,55.88
TA-17503,2013-08-04,55.88
TA-06376,2013-06-01,55.86
TA-03440,2013-07-01,55.86
TA-03438,2013-07-01,55.86
TA-16465,2011-09-30,55.86
TA-20287,2013-06-01,55.85
TA-00471,2013-07-01,55.85
TA-03509,2014-01-22,55.82
TA-19892,2013-11-02,55.79
TA-03739,2013-06-30,55.79
TA-02334,2013-08-11,55.79
TA-04882,2011-08-01,55.78
TA-19895,2014-02-01,55.77
TA-02227,2013-06-01,55.76
TA-19186,2013-09-01,55.76
TA-20597,2013-06-01,55.74
TA-00092,2013-06-01,55.72
TA-19970,2013-06-01,55.72
TA-19164,2013-08-01,55.71
TA-18676,2013-08-01,55.7
TA-17509,2013-08-01,55.7
TA-00696,2013-09-01,55.66
TA-01773,2013-07-01,55.66
TA-00085,2013-06-01,55.65
TA-17499,2013-05-01,55.65
TA-20593,2013-07-07,55.65
TA-19411,2013-08-01,55.64
TA-19871,2011-06-24,55.63
TA-01597,2013-08-01,55.62
TA-06694,2013-06-01,55.62
TA-06687,2013-06-01,55.62
TA-01144,2013-07-21,55.59
TA-01357,2013-06-01,55.58
TA-19301,2013-08-11,55.58
TA-02308,2013-07-01,55.58
TA-01481,2013-07-01,55.58
TA-03186,2013-08-01,55.57
TA-17929,2014-05-13,55.56
TA-20151,2013-08-01,55.56
TA-03618,2013-06-01,55.56
TA-20392,2013-06-01,55.56
TA-18967,2013-08-01,55.56
TA-13793,2010-08-18,55.55
TA-00296,2013-07-01,55.54
TA-01860,2013-06-01,55.51
TA-00091,2013-06-01,55.45
TA-00080,2013-08-11,55.45
TA-14546,2012-08-13,55.45
TA-02063,2013-07-01,55.44
TA-19440,2013-08-04,55.43
TA-20318,2013-10-01,55.42
TA-02119,2013-08-04,55.41
TA-02319,2013-06-01,55.4
TA-19308,2013-03-31,55.39
TA-11963,2011-08-01,55.39
TA-18673,2013-08-01,55.39
TA-08534,2013-08-01,55.38
TA-02721,2013-07-21,55.38
TA-08229,2013-07-01,55.37
TA-07148,2013-08-01,55.37
TA-19237,2014-02-01,55.34
TA-07736,2013-06-30,55.34
TA-01887,2013-06-01,55.33
TA-04898,2013-07-21,55.32
TA-02314,2013-07-01,55.32
TA-20306,2013-07-07,55.31
TA-19914,2013-06-01,55.31
TA-20936,2013-08-11,55.3
TA-01789,2011-10-25,55.3
TA-20258,2013-10-01,55.29
TA-20586,2013-08-04,55.28
TA-18745,2013-11-02,55.27
TA-01886,2013-06-01,55.26
TA-06119,2013-08-11,55.26
TA-17545,2013-06-01,55.26
TA-17466,2013-07-07,55.25
TA-19805,2013-08-01,55.25
TA-07147,2013-08-01,55.25
TA-03999,2013-06-01,55.25
TA-07207,2012-10-24,55.24
TA-03766,2013-07-01,55.22
TA-05106,2013-04-14,55.21
TA-19218,2013-04-14,55.21
TA-20279,2013-10-01,55.2
TA-20876,2013-06-30,55.19
TA-04750,2013-11-02,55.19
TA-20881,2013-07-14,55.19
TA-18930,2013-08-01,55.19
TA-20877,2013-07-14,55.19
TA-04609,2013-08-01,55.18
TA-09200,2013-06-30,55.18
TA-07159,2013-07-01,55.16
TA-18631,2014-07-24,55.15
TA-05109,2013-04-14,55.15
TA-21052,2013-08-01,55.15
TA-11464,2012-09-01,55.14
TA-17493,2013-09-01,55.13
TA-20291,2013-09-01,55.13
TA-06323,2013-07-21,55.13
TA-11232,2011-08-01,55.13
TA-00463,2013-10-01,55.12
TA-19404,2013-09-01,55.12
TA-06095,2013-07-21,55.12
TA-20177,2013-08-01,55.12
TA-10981,2013-08-01,55.11
TA-07572,2013-05-01,55.09
TA-10947,2013-07-21,55.09
TA-13979,2013-02-20,55.07
TA-00083,2013-06-01,55.07
TA-00082,2013-08-11,55.07
TA-05515,2011-08-01,55.06
TA-19066,2013-06-23,55.05
TA-02418,2013-08-01,55.04
TA-19923,2013-04-14,55.03
TA-19413,2013-04-14,55.03
TA-01198,2013-11-11,55.03
TA-20436,2013-07-01,55.0
TA-05759,2013-05-01,55.0
TA-04575,2013-06-01,55.0
TA-09779,2013-07-01,54.99
TA-20358,2013-11-11,54.99
TA-18882,2013-06-01,54.98
TA-10786,2013-09-01,54.98
TA-10378,2013-05-24,54.98
TA-18958,2013-08-01,54.97
TA-11922,2012-09-01,54.95
TA-09778,2013-07-01,54.95
TA-00153,2013-07-01,54.95
TA-20181,2013-08-01,54.95
TA-02910,2013-07-21,54.94
TA-02916,2013-07-07,54.94
TA-07579,2004-05-20,54.92
TA-09416,2014-02-01,54.92
TA-07157,2013-07-01,54.91
TA-11555,2010-06-22,54.91
TA-10937,2013-08-01,54.9
TA-20201,2013-08-01,54.9
TA-20367,2013-07-01,54.9
TA-00120,2013-07-01,54.88
TA-00121,2013-07-01,54.88
TA-00472,2013-07-01,54.87
TA-04790,2013-06-12,54.86
TA-20858,2013-04-07,54.86
TA-00264,2013-06-01,54.86
TA-03318,2013-06-01,54.86
TA-00334,2013-05-01,54.86
TA-01066,2013-05-01,54.86
TA-18926,2013-08-01,54.85
TA-01172,2013-07-01,54.85
TA-02750,2012-02-01,54.81
TA-01527,2013-05-01,54.81
TA-04930,2013-03-24,54.81
TA-14797,2012-09-01,54.81
TA-01007,2013-06-01,54.81
TA-18654,2013-08-04,54.8
TA-13792,2010-08-18,54.79
TA-00610,2013-07-01,54.75
TA-19342,2013-07-21,54.74
TA-18692,2013-08-11,54.74
TA-19937,2013-08-04,54.74
TA-04123,2013-08-11,54.73
TA-06756,2013-07-01,54.72
TA-02895,2014-02-01,54.71
TA-01305,2014-01-22,54.71
TA-04644,2014-05-22,54.71
TA-20373,2013-08-04,54.7
TA-13826,2012-01-03,54.7
TA-21042,2013-06-01,54.7
TA-17632,2013-08-11,54.69
TA-20703,2013-08-04,54.69
TA-14066,2012-09-01,54.69
TA-11130,2007-05-08,54.68
TA-08300,2013-07-01,54.67
TA-02015,2013-07-07,54.67
TA-20424,2013-08-01,54.67
TA-13098,2014-09-02,54.66
TA-14805,2012-09-01,54.66
TA-04593,2013-06-01,54.66
TA-13479,2012-09-01,54.65
TA-19827,2013-09-01,54.65
TA-20393,2013-06-01,54.65
TA-04127,2013-08-01,54.65
TA-10829,2013-08-01,54.64
TA-07152,2013-08-01,54.63
TA-17578,2013-06-01,54.61
TA-18677,2013-08-01,54.61
TA-04895,2013-07-21,54.61
TA-09140,2013-07-01,54.61
TA-21130,2013-08-11,54.61
TA-17579,2013-06-01,54.61
TA-20200,2013-05-01,54.61
TA-16179,2012-11-20,54.61
TA-07019,2013-06-30,54.6
TA-20249,2013-10-01,54.6
TA-04595,2013-06-01,54.59
TA-00691,2014-02-01,54.59
TA-21113,2013-08-11,54.57
TA-03071,2013-08-01,54.57
TA-19383,2013-06-01,54.56
