tube_assembly_id,supplier,cost
TA-13311,S-0041,15.22
TA-13973,S-0041,15.21
TA-15439,S-0041,15.21
TA-16040,S-0041,15.19
TA-04379,S-0066,15.19
TA-11341,S-0066,15.19
TA-21067,S-0066,15.19
TA-11121,S-0062,15.18
TA-04845,S-0066,15.18
TA-21069,S-0066,15.18
TA-14638,S-0041,15.16
TA-16039,S-0041,15.14
TA-15489,S-0041,15.14
TA-12487,S-0041,15.14
TA-11776,S-0066,15.14
TA-16141,S-0041,15.14
TA-12485,S-0066,15.13
TA-02578,S-0066,15.13
TA-11950,S-0066,15.13
TA-11608,S-0041,15.13
TA-01919,S-0072,15.13
TA-13935,S-0041,15.12
TA-03886,S-0066,15.12
TA-11425,S-0064,15.12
TA-13157,S-0041,15.11
TA-13156,S-0041,15.11
TA-09546,S-0066,15.1
TA-15893,S-0041,15.1
TA-14132,S-0041,15.1
TA-15259,S-0041,15.09
TA-19612,S-0072,15.08
TA-15858,S-0041,15.08
TA-18525,S-0026,15.08
TA-09384,S-0066,15.08
TA-03889,S-0066,15.07
TA-18200,S-0066,15.07
TA-07845,S-0072,15.07
TA-11455,S-0072,15.06
TA-14160,S-0066,15.05
TA-14906,S-0041,15.05
TA-15553,S-0013,15.05
TA-17636,S-0066,15.04
TA-11135,S-0013,15.02
TA-12486,S-0041,15.02
TA-01422,S-0026,15.02
TA-09528,S-0026,15.01
TA-07107,S-0072,15.01
TA-05957,S-0041,15.01
TA-13673,S-0041,15.01
TA-06998,S-0058,15.01
TA-14554,S-0066,15.01
TA-13676,S-0041,15.0
TA-19679,S-0026,15.0
TA-10489,S-0072,15.0
TA-16181,S-0041,15.0
TA-08211,S-0066,14.98
TA-12484,S-0041,14.97
TA-15510,S-0041,14.97
TA-15096,S-0072,14.97
TA-14956,S-0041,14.96
TA-13392,S-0072,14.95
TA-09976,S-0041,14.95
TA-01407,S-0064,14.95
TA-16089,S-0041,14.95
TA-06691,S-0058,14.95
TA-13679,S-0041,14.94
TA-15460,S-0041,14.94
TA-13128,S-0041,14.94
TA-16185,S-0041,14.94
TA-15763,S-0041,14.93
TA-07960,S-0072,14.93
TA-07474,S-0066,14.92
TA-21167,S-0066,14.91
TA-06664,S-0041,14.91
TA-13759,S-0041,14.91
TA-18702,S-0066,14.91
TA-11986,S-0041,14.91
TA-15365,S-0041,14.9
TA-13964,S-0066,14.9
TA-06665,S-0041,14.88
TA-03888,S-0066,14.88
TA-02506,S-0064,14.88
TA-17483,S-0066,14.88
TA-03221,S-0062,14.88
TA-00206,S-0072,14.88
TA-17816,S-0026,14.86
TA-13963,S-0066,14.86
TA-07852,S-0026,14.86
TA-11504,S-0041,14.86
TA-15561,S-0041,14.86
TA-15075,S-0041,14.85
TA-00562,S-0072,14.85
TA-15801,S-0041,14.85
TA-05843,S-0066,14.85
TA-12151,S-0041,14.85
TA-14401,S-0041,14.84
TA-02388,S-0062,14.83
TA-17037,S-0041,14.83
TA-13812,S-0041,14.82
TA-20970,S-0041,14.81
TA-15498,S-0066,14.81
TA-15712,S-0041,14.81
TA-16419,S-0041,14.81
TA-13662,S-0041,14.8
TA-13904,S-0041,14.8
TA-11417,S-0041,14.79
TA-07654,S-0026,14.79
TA-05695,S-0066,14.79
TA-13671,S-0041,14.78
TA-14995,S-0041,14.77
TA-06214,S-0041,14.77
TA-15423,S-0066,14.77
TA-14074,S-0054,14.76
TA-16627,S-0105,14.75
TA-16202,S-0041,14.75
TA-15677,S-0066,14.75
TA-05178,S-0072,14.75
TA-06261,S-0066,14.74
TA-14926,S-0041,14.74
TA-13129,S-0041,14.73
TA-15047,S-0013,14.72
TA-11741,S-0041,14.72
TA-13678,S-0041,14.72
TA-11508,S-0041,14.71
TA-11318,S-0041,14.71
TA-18552,S-0041,14.7
TA-12389,S-0041,14.7
TA-07970,S-0072,14.69
TA-07370,S-0066,14.68
TA-03988,S-0072,14.68
TA-03884,S-0066,14.67
TA-16186,S-0041,14.66
TA-05028,S-0066,14.66
TA-10432,S-0072,14.66
TA-12390,S-0041,14.64
TA-16420,S-0041,14.64
TA-14994,S-0041,14.64
TA-11864,S-0041,14.63
TA-16170,S-0041,14.63
TA-03551,S-0066,14.63
TA-02779,S-0066,14.62
TA-15543,S-0104,14.62
TA-15327,S-0041,14.62
TA-13053,S-0041,14.62
TA-16302,S-0041,14.62
TA-11499,S-0041,14.62
TA-11252,S-0041,14.62
TA-05522,S-0072,14.62
TA-02595,S-0066,14.61
TA-14253,S-0041,14.61
TA-13749,S-0062,14.61
TA-11101,S-0041,14.61
TA-15869,S-0104,14.6
TA-11418,S-0041,14.59
TA-19489,S-0066,14.59
TA-00320,S-0066,14.59
TA-03961,S-0072,14.59
TA-06891,S-0066,14.59
TA-14572,S-0041,14.58
TA-16658,S-0066,14.57
TA-11161,S-0066,14.57
TA-13789,S-0041,14.56
TA-08333,S-0066,14.56
TA-12915,S-0072,14.56
TA-11529,S-0041,14.55
TA-07473,S-0066,14.55
TA-15448,S-0041,14.55
TA-15604,S-0041,14.54
TA-13003,S-0041,14.54
TA-06065,S-0066,14.54
TA-15675,S-0041,14.54
TA-01838,S-0054,14.54
TA-14941,S-0041,14.53
TA-07121,S-0072,14.53
TA-03565,S-0072,14.53
TA-13052,S-0041,14.53
TA-19761,S-0066,14.53
TA-00571,S-0066,14.52
TA-09009,S-0066,14.51
TA-15918,S-0041,14.5
TA-15241,S-0041,14.5
TA-16897,S-0013,14.5
TA-14411,S-0041,14.5
TA-09547,S-0066,14.5
TA-12467,S-0104,14.49
TA-16167,S-0041,14.49
TA-12607,S-0041,14.49
TA-05081,S-0066,14.48
TA-15780,S-0064,14.48
TA-16307,S-0041,14.48
TA-06171,S-0072,14.48
TA-11109,S-0041,14.48
TA-13646,S-0041,14.48
TA-07223,S-0058,14.48
TA-17194,S-0041,14.47
TA-15575,S-0066,14.45
TA-03948,S-0066,14.45
TA-00181,S-0066,14.44
TA-11006,S-0041,14.44
TA-07231,S-0058,14.43
TA-16421,S-0041,14.43
TA-14595,S-0041,14.42
TA-15408,S-0041,14.42
TA-17718,S-0013,14.42
TA-14822,S-0041,14.42
TA-13195,S-0041,14.42
TA-16061,S-0041,14.41
TA-16305,S-0041,14.41
TA-14350,S-0041,14.4
TA-12641,S-0066,14.39
TA-20963,S-0066,14.38
TA-14590,S-0041,14.38
TA-13938,S-0041,14.38
TA-15329,S-0066,14.37
TA-13430,S-0041,14.37
TA-15262,S-0041,14.37
TA-11715,S-0041,14.37
TA-12441,S-0041,14.37
TA-11822,S-0041,14.36
TA-01329,S-0072,14.36
TA-12536,S-0072,14.35
TA-12589,S-0064,14.35
TA-12333,S-0041,14.35
TA-15364,S-0041,14.34
TA-16204,S-0041,14.34
TA-14920,S-0066,14.34
TA-00327,S-0062,14.34
TA-15512,S-0066,14.33
TA-01895,S-0066,14.32
TA-14619,S-0041,14.31
TA-15664,S-0066,14.31
TA-15658,S-0066,14.31
TA-15739,S-0041,14.31
TA-19633,S-0026,14.3
TA-15403,S-0041,14.3
TA-11821,S-0041,14.3
TA-15170,S-0041,14.29
TA-20335,S-0066,14.29
TA-13813,S-0041,14.29
TA-20869,S-0066,14.29
TA-08983,S-0041,14.29
TA-05725,S-0041,14.28
TA-11485,S-0066,14.28
TA-09565,S-0072,14.27
TA-06807,S-0013,14.26
TA-05433,S-0066,14.26
TA-18756,S-0066,14.26
TA-19708,S-0066,14.25
TA-14740,S-0041,14.25
TA-17308,S-0013,14.25
TA-18018,S-0026,14.25
TA-15367,S-0041,14.25
TA-14982,S-0041,14.24
TA-12491,S-0066,14.24
TA-16460,S-0013,14.24
TA-13674,S-0041,14.23
TA-01231,S-0072,14.22
TA-13219,S-0041,14.22
TA-09795,S-0058,14.21
TA-16299,S-0041,14.21
TA-15587,S-0041,14.21
TA-13656,S-0041,14.21
TA-12009,S-0013,14.21
TA-08612,S-0041,14.21
TA-15823,S-0041,14.21
TA-12651,S-0041,14.21
TA-10275,S-0066,14.2
TA-05263,S-0026,14.2
TA-17409,S-0041,14.2
TA-14091,S-0041,14.19
TA-17968,S-0041,14.19
TA-15676,S-0041,14.19
TA-11498,S-0041,14.19
TA-15886,S-0041,14.17
TA-15397,S-0041,14.17
TA-03946,S-0066,14.16
TA-15663,S-0066,14.16
TA-15762,S-0041,14.16
TA-02587,S-0072,14.16
TA-08469,S-0026,14.15
TA-14772,S-0066,14.15
TA-17395,S-0041,14.15
TA-11500,S-0041,14.14
TA-12306,S-0066,14.14
TA-13811,S-0041,14.14
TA-00331,S-0072,14.14
TA-06725,S-0066,14.14
TA-14766,S-0041,14.14
TA-15200,S-0041,14.13
TA-10080,S-0066,14.13
TA-15568,S-0041,14.12
TA-11584,S-0041,14.12
TA-10518,S-0066,14.12
TA-11722,S-0041,14.11
TA-18269,S-0026,14.11
TA-13897,S-0041,14.1
TA-17833,S-0005,14.1
TA-13268,S-0041,14.1
TA-15303,S-0041,14.09
TA-12439,S-0041,14.09
TA-12096,S-0041,14.09
TA-15839,S-0072,14.08
TA-09552,S-0072,14.08
TA-18141,S-0054,14.08
TA-14295,S-0041,14.08
TA-10252,S-0041,14.07
TA-02086,S-0072,14.07
TA-15011,S-0041,14.07
TA-14734,S-0041,14.06
TA-00653,S-0062,14.06
TA-15398,S-0041,14.05
TA-13076,S-0041,14.05
TA-14089,S-0041,14.05
TA-13773,S-0041,14.05
TA-02395,S-0072,14.05
TA-17895,S-0054,14.05
TA-04897,S-0064,14.05
TA-15800,S-0041,14.05
TA-14924,S-0041,14.04
TA-15393,S-0041,14.04
TA-00365,S-0054,14.03
TA-14988,S-0041,14.03
TA-13898,S-0041,14.03
TA-18766,S-0072,14.02
TA-04734,S-0066,14.01
TA-05022,S-0072,14.01
TA-05579,S-0072,14.01
TA-13772,S-0041,14.01
TA-15012,S-0041,14.01
TA-14987,S-0041,14.0
TA-12616,S-0066,14.0
TA-11824,S-0041,13.99
TA-18546,S-0041,13.99
TA-02775,S-0041,13.98
TA-14990,S-0041,13.98
TA-16166,S-0041,13.98
TA-14979,S-0041,13.98
TA-15201,S-0041,13.98
TA-10894,S-0066,13.97
TA-14989,S-0041,13.97
TA-16192,S-0041,13.97
TA-14325,S-0041,13.97
TA-13240,S-0041,13.97
TA-13666,S-0041,13.96
TA-13291,S-0066,13.96
TA-12230,S-0026,13.96
TA-06209,S-0066,13.96
TA-12537,S-0072,13.95
TA-15302,S-0041,13.95
TA-19256,S-0041,13.95
TA-15666,S-0066,13.95
TA-15006,S-0041,13.94
TA-14773,S-0066,13.94
TA-16233,S-0041,13.94
TA-11523,S-0041,13.93
TA-06023,S-0072,13.93
TA-12257,S-0041,13.93
TA-11785,S-0041,13.93
TA-12634,S-0072,13.91
TA-07609,S-0023,13.91
TA-07608,S-0023,13.91
TA-15013,S-0041,13.91
TA-12617,S-0066,13.91
TA-14992,S-0041,13.9
TA-14978,S-0041,13.9
TA-11914,S-0041,13.9
TA-15870,S-0104,13.9
TA-17881,S-0026,13.9
TA-12618,S-0066,13.89
TA-02098,S-0041,13.89
TA-16414,S-0041,13.88
TA-14991,S-0041,13.88
TA-14696,S-0066,13.88
TA-15133,S-0041,13.87
TA-08752,S-0072,13.87
TA-14046,S-0066,13.86
TA-16533,S-0066,13.86
TA-11148,S-0041,13.86
TA-15257,S-0041,13.85
TA-14993,S-0041,13.85
TA-15527,S-0041,13.85
TA-14370,S-0066,13.85
TA-16211,S-0041,13.84
TA-14761,S-0066,13.84
TA-15683,S-0041,13.84
TA-00321,S-0066,13.84
TA-02034,S-0041,13.84
TA-15411,S-0041,13.84
TA-14832,S-0066,13.84
TA-15671,S-0041,13.83
TA-14618,S-0041,13.83
TA-15609,S-0041,13.83
TA-13292,S-0066,13.82
TA-17716,S-0013,13.82
TA-10431,S-0072,13.82
TA-13664,S-0041,13.82
TA-13663,S-0041,13.82
TA-09538,S-0072,13.82
TA-05944,S-0041,13.82
TA-13816,S-0041,13.81
TA-05710,S-0058,13.81
TA-14393,S-0041,13.81
TA-12042,S-0066,13.81
TA-01840,S-0066,13.8
TA-15725,S-0041,13.8
TA-12461,S-0041,13.8
TA-14659,S-0041,13.8
TA-11322,S-0013,13.8
TA-11193,S-0066,13.79
TA-11463,S-0041,13.79
TA-00104,S-0041,13.79
TA-14576,S-0041,13.79
TA-13495,S-0041,13.79
TA-17082,S-0072,13.78
TA-18577,S-0066,13.78
TA-12102,S-0041,13.77
TA-10299,S-0058,13.77
TA-05917,S-0041,13.77
TA-16088,S-0041,13.76
TA-14686,S-0041,13.75
TA-16164,S-0041,13.75
TA-14984,S-0041,13.75
TA-07289,S-0066,13.75
TA-19968,S-0041,13.75
TA-14260,S-0066,13.73
TA-14654,S-0041,13.72
TA-16678,S-0041,13.72
TA-04876,S-0066,13.72
TA-15332,S-0041,13.72
TA-16864,S-0041,13.71
TA-18329,S-0054,13.71
TA-07575,S-0066,13.71
TA-03373,S-0066,13.71
TA-08928,S-0062,13.68
TA-13218,S-0041,13.68
TA-14087,S-0041,13.67
TA-00375,S-0072,13.67
TA-11987,S-0041,13.67
TA-19032,S-0064,13.66
TA-18315,S-0041,13.66
TA-15334,S-0041,13.66
TA-14880,S-0041,13.66
TA-15662,S-0066,13.65
TA-12369,S-0041,13.65
TA-15350,S-0066,13.64
TA-15660,S-0066,13.64
TA-15079,S-0041,13.63
TA-12272,S-0058,13.63
TA-13267,S-0041,13.63
TA-13814,S-0041,13.63
TA-13817,S-0041,13.63
TA-16269,S-0041,13.62
TA-09186,S-0026,13.62
TA-12233,S-0066,13.61
TA-15402,S-0041,13.61
TA-18403,S-0072,13.61
TA-13549,S-0041,13.61
TA-15028,S-0072,13.6
TA-12270,S-0058,13.6
TA-08941,S-0013,13.6
TA-16173,S-0041,13.6
TA-16800,S-0041,13.59
TA-18308,S-0013,13.59
TA-16024,S-0041,13.59
TA-15821,S-0041,13.59
TA-04107,S-0066,13.58
TA-06113,S-0066,13.57
TA-16304,S-0041,13.57
TA-19250,S-0072,13.57
TA-15366,S-0041,13.57
TA-15827,S-0041,13.56
TA-04264,S-0066,13.56
TA-08149,S-0072,13.56
TA-16545,S-0081,13.55
TA-02879,S-0062,13.55
TA-14623,S-0066,13.55
TA-03489,S-0066,13.54
TA-15820,S-0041,13.54
TA-12090,S-0041,13.54
TA-19878,S-0072,13.54
TA-13442,S-0066,13.54
TA-15639,S-0041,13.54
TA-10840,S-0066,13.53
TA-13680,S-0041,13.53
TA-15874,S-0046,13.52
TA-11945,S-0066,13.52
TA-16217,S-0041,13.51
TA-03083,S-0066,13.5
TA-16037,S-0041,13.5
TA-17722,S-0041,13.5
TA-15351,S-0066,13.49
TA-05585,S-0041,13.49
TA-11633,S-0072,13.49
TA-16455,S-0054,13.49
TA-17993,S-0066,13.49
TA-02141,S-0072,13.49
TA-18172,S-0072,13.48
TA-13705,S-0041,13.48
TA-15779,S-0064,13.48
TA-08882,S-0026,13.48
TA-00230,S-0072,13.48
TA-06215,S-0041,13.47
TA-13214,S-0041,13.47
TA-13540,S-0066,13.46
TA-15499,S-0041,13.46
TA-16223,S-0041,13.46
TA-05583,S-0072,13.45
TA-05584,S-0072,13.45
TA-05582,S-0072,13.45
TA-04831,S-0072,13.45
TA-03191,S-0062,13.44
TA-14942,S-0041,13.44
TA-13366,S-0054,13.44
TA-16250,S-0041,13.43
TA-00028,S-0062,13.43
TA-11685,S-0072,13.43
TA-16288,S-0041,13.42
TA-03303,S-0041,13.42
TA-18046,S-0041,13.42
TA-12103,S-0041,13.42
TA-12556,S-0041,13.42
TA-19841,S-0026,13.42
TA-15331,S-0041,13.41
TA-03685,S-0041,13.41
TA-12145,S-0066,13.41
TA-15659,S-0041,13.4
TA-14314,S-0041,13.4
TA-17257,S-0013,13.4
TA-17256,S-0013,13.4
TA-21152,S-0026,13.4
TA-08096,S-0066,13.4
TA-14095,S-0041,13.4
TA-14096,S-0041,13.4
TA-11790,S-0041,13.4
TA-04279,S-0072,13.39
TA-14796,S-0066,13.39
TA-14795,S-0066,13.39
TA-08668,S-0066,13.39
TA-16057,S-0041,13.39
TA-14889,S-0066,13.38
TA-04952,S-0072,13.38
TA-11631,S-0066,13.38
TA-11497,S-0041,13.38
TA-15017,S-0041,13.38
TA-15044,S-0041,13.37
TA-14028,S-0041,13.37
TA-12366,S-0041,13.36
TA-06428,S-0066,13.36
TA-02671,S-0072,13.35
TA-19554,S-0072,13.35
TA-07765,S-0072,13.35
TA-08669,S-0041,13.35
TA-03272,S-0066,13.35
TA-13627,S-0041,13.35
TA-13215,S-0041,13.34
TA-16539,S-0092,13.33
TA-13542,S-0066,13.33
TA-19853,S-0064,13.33
TA-03274,S-0066,13.32
TA-10326,S-0041,13.32
TA-08876,S-0041,13.31
TA-01544,S-0041,13.31
TA-14211,S-0041,13.31
TA-16527,S-0026,13.31
TA-18126,S-0066,13.3
TA-13269,S-0041,13.3
TA-01829,S-0066,13.3
TA-11886,S-0066,13.29
TA-03627,S-0041,13.29
TA-12600,S-0066,13.29
TA-03269,S-0066,13.29
TA-14090,S-0041,13.28
TA-14094,S-0041,13.28
TA-09816,S-0026,13.28
TA-05098,S-0072,13.27
TA-11974,S-0041,13.26
TA-14735,S-0041,13.26
TA-04222,S-0041,13.25
TA-13032,S-0041,13.25
TA-16355,S-0041,13.25
TA-08696,S-0066,13.25
TA-08535,S-0066,13.25
TA-17136,S-0058,13.25
TA-01029,S-0041,13.25
TA-08059,S-0072,13.24
TA-12490,S-0041,13.23
TA-14741,S-0041,13.23
TA-18277,S-0026,13.23
TA-08855,S-0054,13.23
TA-17953,S-0041,13.22
TA-06718,S-0072,13.22
TA-17717,S-0013,13.22
TA-06719,S-0072,13.22
TA-15306,S-0041,13.22
TA-05226,S-0072,13.21
TA-14397,S-0066,13.21
TA-14790,S-0072,13.2
TA-12254,S-0066,13.2
TA-08934,S-0041,13.2
TA-19010,S-0066,13.19
TA-08467,S-0066,13.19
TA-11916,S-0066,13.19
TA-08856,S-0054,13.19
TA-03613,S-0041,13.19
TA-00852,S-0026,13.19
TA-17875,S-0072,13.19
TA-09700,S-0041,13.19
TA-02623,S-0026,13.18
TA-09761,S-0066,13.18
TA-16672,S-0026,13.18
TA-11917,S-0066,13.18
TA-14097,S-0041,13.18
TA-09983,S-0066,13.17
TA-15299,S-0041,13.17
TA-12546,S-0066,13.17
TA-11465,S-0041,13.17
TA-11466,S-0041,13.17
TA-15822,S-0041,13.17
TA-13367,S-0054,13.17
TA-11729,S-0041,13.17
TA-14535,S-0072,13.16
TA-10484,S-0041,13.16
TA-16056,S-0041,13.16
TA-04535,S-0072,13.15
TA-04533,S-0072,13.15
TA-11532,S-0041,13.14
TA-00154,S-0066,13.13
TA-06586,S-0066,13.13
TA-02050,S-0041,13.12
TA-19100,S-0041,13.12
TA-10592,S-0072,13.11
TA-04699,S-0041,13.11
TA-15300,S-0041,13.11
TA-13652,S-0041,13.11
TA-17721,S-0013,13.1
TA-04540,S-0066,13.1
TA-07803,S-0066,13.1
TA-14720,S-0041,13.1
TA-04398,S-0041,13.08
TA-16234,S-0041,13.08
TA-14088,S-0041,13.08
TA-15674,S-0041,13.07
TA-14838,S-0041,13.07
TA-09723,S-0066,13.07
TA-17977,S-0072,13.07
TA-07891,S-0062,13.07
TA-13756,S-0058,13.06
TA-15301,S-0041,13.06
TA-11188,S-0066,13.06
TA-11580,S-0072,13.06
TA-16556,S-0041,13.06
TA-17349,S-0058,13.06
TA-07429,S-0026,13.05
TA-14202,S-0041,13.05
TA-12030,S-0041,13.05
TA-12235,S-0062,13.05
TA-15454,S-0041,13.04
TA-01054,S-0066,13.03
TA-18245,S-0054,13.03
TA-18156,S-0054,13.03
TA-18705,S-0066,13.02
TA-17084,S-0072,13.02
TA-16297,S-0026,13.02
TA-04248,S-0066,13.02
TA-01554,S-0066,13.01
TA-18432,S-0041,13.01
TA-20750,S-0066,13.01
TA-06027,S-0026,13.01
TA-02654,S-0066,13.01
TA-14347,S-0041,13.01
TA-18309,S-0013,13.0
TA-19869,S-0026,13.0
TA-01257,S-0072,12.99
TA-00372,S-0041,12.99
TA-13889,S-0041,12.98
TA-10861,S-0066,12.98
TA-03233,S-0066,12.98
TA-16357,S-0041,12.98
TA-19993,S-0066,12.98
TA-19616,S-0026,12.98
TA-08667,S-0041,12.97
TA-15724,S-0041,12.97
TA-15021,S-0041,12.97
TA-19681,S-0041,12.96
TA-04249,S-0066,12.96
TA-15818,S-0041,12.95
TA-15828,S-0041,12.95
TA-07718,S-0066,12.95
TA-06959,S-0066,12.95
TA-16268,S-0041,12.95
TA-00747,S-0066,12.95
TA-05024,S-0041,12.95
TA-12075,S-0072,12.94
TA-13634,S-0041,12.94
TA-14886,S-0041,12.94
TA-00416,S-0072,12.94
TA-18002,S-0105,12.93
TA-15559,S-0041,12.93
TA-14775,S-0041,12.93
TA-01757,S-0014,12.93
TA-09561,S-0072,12.93
TA-17137,S-0058,12.93
TA-02366,S-0066,12.92
TA-07716,S-0058,12.92
TA-13771,S-0041,12.92
TA-11426,S-0064,12.92
TA-04012,S-0066,12.91
TA-08536,S-0041,12.91
TA-11311,S-0041,12.91
TA-16214,S-0041,12.91
TA-09472,S-0066,12.9
TA-15178,S-0041,12.9
TA-13633,S-0041,12.89
TA-07057,S-0013,12.89
TA-15000,S-0041,12.89
TA-13626,S-0041,12.89
TA-13625,S-0041,12.89
TA-03238,S-0066,12.89
TA-00242,S-0041,12.88
TA-04022,S-0062,12.88
TA-16270,S-0041,12.88
TA-20016,S-0066,12.87
TA-13216,S-0041,12.87
TA-12226,S-0066,12.87
TA-05891,S-0041,12.87
TA-09861,S-0041,12.87
TA-04355,S-0072,12.87
TA-14839,S-0041,12.86
TA-07598,S-0041,12.86
TA-16216,S-0041,12.86
TA-15377,S-0041,12.86
TA-14345,S-0041,12.86
TA-01587,S-0041,12.86
TA-07715,S-0058,12.85
TA-16206,S-0041,12.85
TA-16325,S-0105,12.85
TA-19531,S-0072,12.85
TA-04543,S-0066,12.85
TA-15641,S-0041,12.85
TA-16231,S-0041,12.84
TA-17785,S-0041,12.84
TA-12943,S-0072,12.84
TA-08499,S-0066,12.84
TA-14521,S-0041,12.84
TA-03195,S-0066,12.84
TA-15825,S-0041,12.83
TA-07669,S-0066,12.83
TA-07658,S-0066,12.83
TA-15669,S-0041,12.83
TA-02092,S-0041,12.82
TA-12916,S-0072,12.82
TA-14437,S-0041,12.81
TA-13655,S-0041,12.81
TA-16083,S-0041,12.81
TA-08848,S-0066,12.8
TA-07278,S-0066,12.8
TA-14316,S-0041,12.79
TA-08850,S-0066,12.79
TA-09260,S-0041,12.79
TA-01364,S-0062,12.79
TA-14918,S-0041,12.79
TA-06067,S-0072,12.78
TA-07243,S-0066,12.78
TA-10419,S-0072,12.77
TA-09236,S-0072,12.76
TA-08363,S-0041,12.76
TA-05505,S-0041,12.74
TA-09909,S-0072,12.72
TA-16376,S-0058,12.72
TA-02171,S-0072,12.72
TA-03176,S-0072,12.71
TA-05293,S-0066,12.71
TA-15921,S-0092,12.71
TA-20773,S-0066,12.7
TA-14418,S-0072,12.69
TA-12428,S-0054,12.69
TA-00031,S-0014,12.67
TA-15368,S-0041,12.67
TA-11644,S-0041,12.67
TA-03720,S-0066,12.67
TA-16777,S-0064,12.66
TA-13721,S-0041,12.65
TA-06837,S-0064,12.64
TA-18479,S-0041,12.64
TA-13376,S-0072,12.63
TA-13159,S-0072,12.62
TA-07586,S-0058,12.61
TA-18476,S-0041,12.61
TA-18092,S-0041,12.6
TA-05343,S-0066,12.6
TA-01113,S-0072,12.59
TA-01444,S-0064,12.59
TA-08443,S-0066,12.59
TA-13853,S-0066,12.58
TA-00175,S-0066,12.58
TA-01610,S-0062,12.58
TA-04497,S-0072,12.58
TA-04329,S-0066,12.57
TA-09708,S-0081,12.57
TA-00810,S-0041,12.57
TA-00567,S-0072,12.55
TA-15140,S-0041,12.55
TA-16665,S-0026,12.55
TA-17410,S-0041,12.55
TA-06566,S-0072,12.54
TA-01873,S-0013,12.54
TA-16324,S-0026,12.52
TA-13926,S-0072,12.52
TA-15087,S-0072,12.52
TA-13928,S-0072,12.52
TA-13433,S-0072,12.52
TA-15038,S-0072,12.52
TA-14386,S-0072,12.52
TA-15034,S-0072,12.52
TA-14174,S-0072,12.52
TA-14405,S-0072,12.52
TA-13220,S-0072,12.52
TA-08741,S-0072,12.52
TA-15703,S-0041,12.51
TA-03842,S-0072,12.51
TA-04806,S-0072,12.51
TA-17332,S-0013,12.5
TA-16863,S-0041,12.5
TA-15887,S-0041,12.48
TA-08859,S-0054,12.48
TA-08858,S-0054,12.48
TA-12476,S-0066,12.48
TA-18101,S-0026,12.48
TA-02782,S-0041,12.47
TA-12278,S-0072,12.46
TA-18408,S-0013,12.45
TA-06267,S-0041,12.45
TA-14077,S-0066,12.45
TA-08779,S-0066,12.45
TA-17617,S-0066,12.45
TA-07874,S-0072,12.44
TA-15516,S-0066,12.43
TA-10118,S-0066,12.43
TA-00928,S-0066,12.43
TA-15507,S-0072,12.43
TA-20965,S-0066,12.43
TA-12165,S-0054,12.43
TA-01252,S-0072,12.42
TA-15789,S-0066,12.42
TA-19534,S-0041,12.42
TA-06806,S-0066,12.41
TA-18433,S-0041,12.41
TA-15097,S-0041,12.4
TA-07502,S-0054,12.4
TA-05227,S-0072,12.39
TA-05994,S-0005,12.39
TA-03029,S-0013,12.39
TA-13830,S-0026,12.39
TA-15187,S-0041,12.38
TA-15098,S-0041,12.38
TA-08523,S-0041,12.38
TA-18446,S-0041,12.38
TA-20222,S-0066,12.38
TA-01847,S-0066,12.38
TA-14134,S-0058,12.37
TA-20474,S-0041,12.37
TA-12475,S-0066,12.37
TA-01719,S-0066,12.34
TA-06435,S-0066,12.34
TA-20283,S-0066,12.34
TA-17872,S-0105,12.33
TA-13245,S-0072,12.33
TA-02475,S-0066,12.33
TA-20234,S-0066,12.33
TA-11807,S-0072,12.32
TA-02760,S-0072,12.32
TA-15094,S-0041,12.3
TA-05469,S-0072,12.3
TA-19330,S-0066,12.29
TA-02529,S-0072,12.29
TA-11958,S-0041,12.29
TA-05990,S-0026,12.29
TA-20533,S-0066,12.29
TA-01424,S-0072,12.29
TA-18256,S-0013,12.29
TA-08428,S-0072,12.29
TA-20542,S-0066,12.29
TA-08854,S-0054,12.28
TA-02476,S-0066,12.28
TA-15919,S-0104,12.27
TA-06905,S-0072,12.26
TA-07114,S-0072,12.26
TA-03244,S-0066,12.26
TA-01090,S-0041,12.25
TA-15892,S-0041,12.25
TA-13836,S-0066,12.25
TA-00816,S-0072,12.24
TA-01583,S-0072,12.24
TA-08938,S-0062,12.24
TA-04498,S-0072,12.24
TA-16128,S-0041,12.23
TA-07856,S-0072,12.23
TA-03525,S-0066,12.23
TA-01916,S-0072,12.22
TA-17720,S-0013,12.21
TA-18477,S-0041,12.21
TA-19896,S-0072,12.21
TA-18808,S-0066,12.2
TA-11265,S-0072,12.2
TA-06846,S-0066,12.2
TA-19664,S-0041,12.2
TA-20784,S-0066,12.2
TA-04366,S-0066,12.19
TA-18236,S-0041,12.19
TA-18235,S-0041,12.19
TA-15890,S-0041,12.19
TA-11957,S-0041,12.19
TA-09931,S-0026,12.19
TA-18206,S-0026,12.19
TA-13369,S-0054,12.19
TA-09302,S-0066,12.18
TA-12054,S-0066,12.17
TA-17960,S-0041,12.17
TA-16616,S-0041,12.17
TA-14233,S-0041,12.16
TA-17221,S-0026,12.16
TA-00503,S-0072,12.15
TA-18139,S-0054,12.15
TA-12000,S-0041,12.15
TA-02545,S-0072,12.15
TA-07865,S-0066,12.14
TA-05580,S-0072,12.13
TA-10942,S-0064,12.13
TA-09880,S-0026,12.13
TA-19461,S-0072,12.12
TA-00513,S-0066,12.12
TA-05933,S-0041,12.12
