,features,num_rows,num_features
130,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'name_3', 'component_type_id_3', 'overall_length_threaded_3', 'hex_size_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3')",4,53
131,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3')",4,38
132,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_x_forming', 'spec1', 'spec2', 'spec3')",4,27
133,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'overall_length_adaptor_1', 'end_form_id_1_adaptor_1', 'connection_type_id_1_adaptor_1', 'nominal_size_1_adaptor_1', 'end_form_id_2_adaptor_1', 'connection_type_id_2_adaptor_1', 'thread_size_2_adaptor_1', 'thread_pitch_2_adaptor_1', 'nominal_size_2_adaptor_1', 'hex_size_adaptor_1', 'unique_feature_adaptor_1', 'orientation_adaptor_1', 'weight_adaptor_1', 'component_type_adaptor_1', 'end_form_1_adaptor_1', 'end_form_2_adaptor_1', 'connection_type_1_adaptor_1', 'connection_type_2_adaptor_1', 'spec1', 'spec2', 'spec3')",4,50
134,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'type_boss_1', 'connection_type_id_boss_1', 'outside_shape_boss_1', 'base_type_boss_1', 'height_over_tube_boss_1', 'groove_boss_1', 'unique_feature_boss_1', 'orientation_boss_1', 'weight_boss_1', 'component_type_boss_1', 'name_2', 'component_type_id_2', 'hex_nut_size_nut_2', 'length_nut_2', 'thread_size_nut_2', 'thread_pitch_nut_2', 'orientation_nut_2', 'weight_nut_2', 'component_type_nut_2', 'name_3', 'component_type_id_3', 'length_sleeve_3', 'intended_nut_thread_sleeve_3', 'intended_nut_pitch_sleeve_3', 'unique_feature_sleeve_3', 'plating_sleeve_3', 'orientation_sleeve_3', 'weight_sleeve_3', 'component_type_sleeve_3', 'connection_type_sleeve_3')",4,63
135,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'head_diameter_straight_1', 'overall_length_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_straight_2', 'bolt_pattern_wide_straight_2', 'thickness_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2')",4,49
136,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'overall_length_threaded_1', 'hex_size_threaded_1', 'thread_size_1_threaded_1', 'thread_pitch_1_threaded_1', 'nominal_size_2_threaded_1', 'unique_feature_threaded_1', 'orientation_threaded_1', 'weight_threaded_1', 'component_type_threaded_1', 'end_form_1_threaded_1', 'end_form_2_threaded_1', 'connection_type_1_threaded_1', 'name_2', 'component_type_id_2', 'overall_length_threaded_2', 'hex_size_threaded_2', 'thread_size_1_threaded_2', 'thread_pitch_1_threaded_2', 'nominal_size_2_threaded_2', 'unique_feature_threaded_2', 'orientation_threaded_2', 'weight_threaded_2', 'component_type_threaded_2', 'end_form_1_threaded_2', 'end_form_2_threaded_2', 'connection_type_1_threaded_2')",4,56
137,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_straight_2', 'bolt_pattern_wide_straight_2', 'thickness_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5')",4,54
138,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'bolt_pattern_wide_straight_3', 'thickness_straight_3', 'mj_class_code_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3')",4,62
139,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'spec1')",3,43
140,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'overall_length_threaded_1', 'hex_size_threaded_1', 'thread_size_1_threaded_1', 'thread_pitch_1_threaded_1', 'nominal_size_2_threaded_1', 'unique_feature_threaded_1', 'orientation_threaded_1', 'weight_threaded_1', 'component_type_threaded_1', 'end_form_1_threaded_1', 'end_form_2_threaded_1', 'connection_type_1_threaded_1', 'spec1', 'spec2', 'spec3', 'spec4')",3,45
141,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'head_diameter_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1')",3,36
142,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'spec1', 'spec2', 'spec3', 'spec4')",3,59
143,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'thickness_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3', 'spec1', 'spec2', 'spec3', 'spec4')",3,64
144,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'component_id_5', 'quantity_5', 'name_1', 'component_type_id_1', 'overall_length_threaded_1', 'hex_size_threaded_1', 'thread_size_1_threaded_1', 'thread_pitch_1_threaded_1', 'nominal_size_2_threaded_1', 'unique_feature_threaded_1', 'orientation_threaded_1', 'weight_threaded_1', 'component_type_threaded_1', 'end_form_1_threaded_1', 'end_form_2_threaded_1', 'connection_type_1_threaded_1', 'name_2', 'component_type_id_2', 'type_boss_2', 'connection_type_id_boss_2', 'outside_shape_boss_2', 'base_type_boss_2', 'height_over_tube_boss_2', 'groove_boss_2', 'unique_feature_boss_2', 'orientation_boss_2', 'weight_boss_2', 'component_type_boss_2', 'name_3', 'component_type_id_3', 'type_boss_3', 'connection_type_id_boss_3', 'outside_shape_boss_3', 'base_type_boss_3', 'height_over_tube_boss_3', 'groove_boss_3', 'unique_feature_boss_3', 'orientation_boss_3', 'weight_boss_3', 'component_type_boss_3', 'name_4', 'component_type_id_4', 'type_boss_4', 'connection_type_id_boss_4', 'outside_shape_boss_4', 'base_type_boss_4', 'height_over_tube_boss_4', 'groove_boss_4', 'unique_feature_boss_4', 'orientation_boss_4', 'weight_boss_4', 'component_type_boss_4', 'name_5', 'component_type_id_5', 'type_boss_5', 'connection_type_id_boss_5', 'outside_shape_boss_5', 'base_type_boss_5', 'height_over_tube_boss_5', 'groove_boss_5', 'unique_feature_boss_5', 'orientation_boss_5', 'weight_boss_5', 'component_type_boss_5')",3,97
145,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'seat_angle_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'overall_length_threaded_3', 'hex_size_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3')",3,66
146,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'name_1', 'component_type_id_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'diameter_nut_1', 'blind_hole_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'type_boss_2', 'connection_type_id_boss_2', 'outside_shape_boss_2', 'base_type_boss_2', 'height_over_tube_boss_2', 'groove_boss_2', 'base_diameter_boss_2', 'shoulder_diameter_boss_2', 'unique_feature_boss_2', 'orientation_boss_2', 'weight_boss_2', 'component_type_boss_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'bolt_pattern_wide_straight_3', 'thickness_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3', 'name_4', 'component_type_id_4', 'bolt_pattern_long_straight_4', 'bolt_pattern_wide_straight_4', 'thickness_straight_4', 'groove_straight_4', 'unique_feature_straight_4', 'orientation_straight_4', 'weight_straight_4', 'component_type_straight_4')",3,77
147,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6')",3,43
148,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'overall_length_adaptor_1', 'end_form_id_1_adaptor_1', 'connection_type_id_1_adaptor_1', 'nominal_size_1_adaptor_1', 'end_form_id_2_adaptor_1', 'connection_type_id_2_adaptor_1', 'thread_size_2_adaptor_1', 'thread_pitch_2_adaptor_1', 'hex_size_adaptor_1', 'unique_feature_adaptor_1', 'orientation_adaptor_1', 'weight_adaptor_1', 'component_type_adaptor_1', 'end_form_1_adaptor_1', 'end_form_2_adaptor_1', 'connection_type_1_adaptor_1', 'connection_type_2_adaptor_1', 'spec1', 'spec2')",3,48
149,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'spec1', 'spec2')",3,43
150,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'name_1', 'component_type_id_1', 'type_boss_1', 'connection_type_id_boss_1', 'outside_shape_boss_1', 'base_type_boss_1', 'height_over_tube_boss_1', 'groove_boss_1', 'unique_feature_boss_1', 'orientation_boss_1', 'weight_boss_1', 'component_type_boss_1', 'name_2', 'component_type_id_2', 'hex_nut_size_nut_2', 'length_nut_2', 'thread_size_nut_2', 'thread_pitch_nut_2', 'orientation_nut_2', 'weight_nut_2', 'component_type_nut_2', 'name_3', 'component_type_id_3', 'length_sleeve_3', 'intended_nut_thread_sleeve_3', 'intended_nut_pitch_sleeve_3', 'unique_feature_sleeve_3', 'plating_sleeve_3', 'orientation_sleeve_3', 'weight_sleeve_3', 'component_type_sleeve_3', 'connection_type_sleeve_3', 'name_4', 'component_type_id_4', 'overall_length_threaded_4', 'hex_size_threaded_4', 'thread_size_1_threaded_4', 'thread_pitch_1_threaded_4', 'nominal_size_2_threaded_4', 'unique_feature_threaded_4', 'orientation_threaded_4', 'weight_threaded_4', 'component_type_threaded_4', 'end_form_1_threaded_4', 'end_form_2_threaded_4', 'connection_type_1_threaded_4')",3,79
151,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2')",3,43
152,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'seat_angle_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_elbow_3', 'extension_length_elbow_3', 'overall_length_elbow_3', 'thickness_elbow_3', 'drop_length_elbow_3', 'elbow_angle_elbow_3', 'groove_elbow_3', 'unique_feature_elbow_3', 'orientation_elbow_3', 'weight_elbow_3', 'component_type_elbow_3', 'spec1', 'spec2', 'spec3', 'spec4')",3,69
153,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_elbow_1', 'bolt_pattern_wide_elbow_1', 'extension_length_elbow_1', 'overall_length_elbow_1', 'thickness_elbow_1', 'drop_length_elbow_1', 'elbow_angle_elbow_1', 'groove_elbow_1', 'unique_feature_elbow_1', 'orientation_elbow_1', 'weight_elbow_1', 'component_type_elbow_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_elbow_2', 'bolt_pattern_wide_elbow_2', 'extension_length_elbow_2', 'overall_length_elbow_2', 'thickness_elbow_2', 'drop_length_elbow_2', 'elbow_angle_elbow_2', 'groove_elbow_2', 'unique_feature_elbow_2', 'orientation_elbow_2', 'weight_elbow_2', 'component_type_elbow_2')",3,56
154,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'bolt_pattern_wide_straight_3', 'thickness_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3')",3,61
155,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'spec1', 'spec2', 'spec3', 'spec4')",3,41
156,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5')",3,48
